"split","scene_name","sample_token","image_path","annotation_token","class_id","class_name","source_category","visibility_token","center_x_m","center_y_m","center_z_m","distance_m","within_10m","bbox_x1","bbox_y1","bbox_x2","bbox_y2","label_provenance"
"train","scene-1077","d148d50ba9be44bcb2105d8da47425b4","data/fcw/images/nuscenes_mini/train/n015-2018-11-21-19-38-26+0800__CAM_FRONT__1542800378862460.jpg","7b9a596b72624a98b301ae437cdf1648","2","car","vehicle.car","3","16.4243","1.0365","25.9941","30.7657","0","1498.06","499.30","1600.00","593.41","official_3d_box_projected_to_cam_front"
"train","scene-1077","d148d50ba9be44bcb2105d8da47425b4","data/fcw/images/nuscenes_mini/train/n015-2018-11-21-19-38-26+0800__CAM_FRONT__1542800378862460.jpg","9d787291ecc44253b87e38c8e99884ea","2","car","vehicle.car","4","12.6412","0.8848","24.0965","27.2254","0","1366.95","493.34","1600.00","592.47","official_3d_box_projected_to_cam_front"
"train","scene-1077","d148d50ba9be44bcb2105d8da47425b4","data/fcw/images/nuscenes_mini/train/n015-2018-11-21-19-38-26+0800__CAM_FRONT__1542800378862460.jpg","0cff1f2c0c5e40dfaff43c82bf8384d7","6","motor","vehicle.motorcycle","4","14.6636","0.8129","38.0999","40.8324","0","1267.16","487.92","1342.32","550.90","official_3d_box_projected_to_cam_front"
"train","scene-1077","f2d48fe35d5646659dc339e1d36886f9","data/fcw/images/nuscenes_mini/train/n015-2018-11-21-19-38-26+0800__CAM_FRONT__1542800379362460.jpg","a75fad87b01040c6920fbc415fd4cac4","8","obstacle","movable_object.barrier","4","-3.4293","0.6851","10.7285","11.2840","0","291.37","515.00","511.11","643.42","official_3d_box_projected_to_cam_front"
"train","scene-1077","f2d48fe35d5646659dc339e1d36886f9","data/fcw/images/nuscenes_mini/train/n015-2018-11-21-19-38-26+0800__CAM_FRONT__1542800379362460.jpg","e240e8aa7cc9476aaa4a563aa1656eb1","2","car","vehicle.car","4","13.6617","0.6273","42.2206","44.3803","0","1182.73","482.70","1275.02","540.37","official_3d_box_projected_to_cam_front"
"train","scene-1077","f2d48fe35d5646659dc339e1d36886f9","data/fcw/images/nuscenes_mini/train/n015-2018-11-21-19-38-26+0800__CAM_FRONT__1542800379362460.jpg","219703b03e6242f0a1defda560d24c8e","2","car","vehicle.car","4","2.3877","-0.3476","92.9527","92.9840","0","831.63","475.14","865.17","498.38","official_3d_box_projected_to_cam_front"
"train","scene-1077","f2d48fe35d5646659dc339e1d36886f9","data/fcw/images/nuscenes_mini/train/n015-2018-11-21-19-38-26+0800__CAM_FRONT__1542800379362460.jpg","e48d473397ce49cd9a8b883560a1d3e0","4","bus","vehicle.bus.rigid","4","23.2201","0.0372","36.1282","42.9468","0","1440.80","398.49","1600.00","593.13","official_3d_box_projected_to_cam_front"
"train","scene-1077","f2d48fe35d5646659dc339e1d36886f9","data/fcw/images/nuscenes_mini/train/n015-2018-11-21-19-38-26+0800__CAM_FRONT__1542800379362460.jpg","db7929df033048309f625dc8646edd87","2","car","vehicle.car","4","-0.6169","0.6479","23.9880","24.0047","0","714.00","479.24","843.85","581.11","official_3d_box_projected_to_cam_front"
"train","scene-1077","f2d48fe35d5646659dc339e1d36886f9","data/fcw/images/nuscenes_mini/train/n015-2018-11-21-19-38-26+0800__CAM_FRONT__1542800379362460.jpg","d8016ba278b644518ab1d1953fa8f26e","2","car","vehicle.car","4","9.9920","0.3232","59.4859","60.3201","0","1004.09","478.14","1054.53","519.24","official_3d_box_projected_to_cam_front"
"train","scene-1077","a32166aff42946d39455fcbe502a321a","data/fcw/images/nuscenes_mini/train/n015-2018-11-21-19-38-26+0800__CAM_FRONT__1542800379862460.jpg","b2ffe1bb2f9143ddb1c96567eaf2d627","8","obstacle","movable_object.barrier","4","-3.4280","0.7089","3.7562","5.1344","1","0.00","553.55","65.30","900.00","official_3d_box_projected_to_cam_front"
"train","scene-1077","a32166aff42946d39455fcbe502a321a","data/fcw/images/nuscenes_mini/train/n015-2018-11-21-19-38-26+0800__CAM_FRONT__1542800379862460.jpg","a5e6d203effb4f32a623a28f6de7b943","2","car","vehicle.car","4","9.1691","-0.5921","110.1903","110.5727","0","907.99","473.60","935.90","496.08","official_3d_box_projected_to_cam_front"
"train","scene-1077","a32166aff42946d39455fcbe502a321a","data/fcw/images/nuscenes_mini/train/n015-2018-11-21-19-38-26+0800__CAM_FRONT__1542800379862460.jpg","bd1a244138c4445792505e3d86ca28bc","2","car","vehicle.car","4","10.1196","-0.2445","85.7055","86.3013","0","946.54","473.96","986.20","502.28","official_3d_box_projected_to_cam_front"
"train","scene-1077","a32166aff42946d39455fcbe502a321a","data/fcw/images/nuscenes_mini/train/n015-2018-11-21-19-38-26+0800__CAM_FRONT__1542800379862460.jpg","cfa79efc88c64d319f35b92fb2775114","2","car","vehicle.car","4","13.9971","0.6672","29.5017","32.6605","0","1342.01","480.76","1506.69","565.77","official_3d_box_projected_to_cam_front"
"train","scene-1077","a32166aff42946d39455fcbe502a321a","data/fcw/images/nuscenes_mini/train/n015-2018-11-21-19-38-26+0800__CAM_FRONT__1542800379862460.jpg","31c8c6c1deca408690befc14fb13101a","2","car","vehicle.car","4","2.6259","-0.9249","95.0457","95.0865","0","834.25","467.72","867.50","490.45","official_3d_box_projected_to_cam_front"
"train","scene-1077","a32166aff42946d39455fcbe502a321a","data/fcw/images/nuscenes_mini/train/n015-2018-11-21-19-38-26+0800__CAM_FRONT__1542800379862460.jpg","9b56936a0f0148c4b457ecd715bd6dea","4","bus","vehicle.bus.rigid","4","23.4514","-0.0524","28.5434","36.9418","0","1587.27","362.57","1600.00","623.74","official_3d_box_projected_to_cam_front"
"train","scene-1077","a32166aff42946d39455fcbe502a321a","data/fcw/images/nuscenes_mini/train/n015-2018-11-21-19-38-26+0800__CAM_FRONT__1542800379862460.jpg","8d52dcef915945aea2651ccb6c2b246a","2","car","vehicle.car","4","-0.5214","0.5515","23.7504","23.7625","0","717.30","473.84","848.60","576.95","official_3d_box_projected_to_cam_front"
"train","scene-1077","a32166aff42946d39455fcbe502a321a","data/fcw/images/nuscenes_mini/train/n015-2018-11-21-19-38-26+0800__CAM_FRONT__1542800379862460.jpg","91fc474a0de542c9b07eac375c2f8991","2","car","vehicle.car","4","10.3865","0.2912","47.3178","48.4452","0","1052.58","474.29","1140.13","526.45","official_3d_box_projected_to_cam_front"
"train","scene-1077","7ca3502caf394d6d9c0a80b822b3ff48","data/fcw/images/nuscenes_mini/train/n015-2018-11-21-19-38-26+0800__CAM_FRONT__1542800380362460.jpg","4c0130a30eb847c9ba46b320c13a03d0","2","car","vehicle.car","4","9.8631","-0.0392","96.9548","97.4552","0","929.48","478.53","961.50","503.78","official_3d_box_projected_to_cam_front"
"train","scene-1077","7ca3502caf394d6d9c0a80b822b3ff48","data/fcw/images/nuscenes_mini/train/n015-2018-11-21-19-38-26+0800__CAM_FRONT__1542800380362460.jpg","2b8c1d8375c64fa692095fd6d258d943","2","car","vehicle.car","4","10.4791","0.1795","72.6330","73.3852","0","975.83","478.44","1023.76","511.47","official_3d_box_projected_to_cam_front"
"train","scene-1077","7ca3502caf394d6d9c0a80b822b3ff48","data/fcw/images/nuscenes_mini/train/n015-2018-11-21-19-38-26+0800__CAM_FRONT__1542800380362460.jpg","00962b8a5bdd4b0680060ae08a8823bc","2","car","vehicle.car","4","2.7762","-0.3169","97.2438","97.2839","0","835.74","476.48","868.38","498.28","official_3d_box_projected_to_cam_front"
"train","scene-1077","7ca3502caf394d6d9c0a80b822b3ff48","data/fcw/images/nuscenes_mini/train/n015-2018-11-21-19-38-26+0800__CAM_FRONT__1542800380362460.jpg","72422e4b416242e796033aa5443bc535","2","car","vehicle.car","4","-0.5615","0.6361","23.6450","23.6602","0","714.03","479.06","845.79","580.88","official_3d_box_projected_to_cam_front"
"train","scene-1077","7ca3502caf394d6d9c0a80b822b3ff48","data/fcw/images/nuscenes_mini/train/n015-2018-11-21-19-38-26+0800__CAM_FRONT__1542800380362460.jpg","86201f5d36e74269a6ff7c1c052d5280","2","car","vehicle.car","4","10.7839","0.5036","35.0149","36.6414","0","1145.07","476.20","1276.05","546.77","official_3d_box_projected_to_cam_front"
"train","scene-1077","7ca3502caf394d6d9c0a80b822b3ff48","data/fcw/images/nuscenes_mini/train/n015-2018-11-21-19-38-26+0800__CAM_FRONT__1542800380362460.jpg","c1110aa753274755a69ad251b75e2537","2","car","vehicle.car","4","9.5489","0.3100","49.1095","50.0302","0","1025.75","473.30","1103.15","527.16","official_3d_box_projected_to_cam_front"
"train","scene-1077","5b77f438091b4d00a74d333ef2fe9033","data/fcw/images/nuscenes_mini/train/n015-2018-11-21-19-38-26+0800__CAM_FRONT__1542800380912460.jpg","6a768634095f4b3f9341a74b2b4ca803","2","car","vehicle.car","4","10.7807","0.1791","82.5121","83.2136","0","962.83","479.64","1001.75","509.38","official_3d_box_projected_to_cam_front"
"train","scene-1077","5b77f438091b4d00a74d333ef2fe9033","data/fcw/images/nuscenes_mini/train/n015-2018-11-21-19-38-26+0800__CAM_FRONT__1542800380912460.jpg","078d6a4ac81248c1abdc436624b7c672","2","car","vehicle.car","4","10.9974","0.2726","58.2258","59.2559","0","1025.08","477.18","1088.55","518.64","official_3d_box_projected_to_cam_front"
"train","scene-1077","5b77f438091b4d00a74d333ef2fe9033","data/fcw/images/nuscenes_mini/train/n015-2018-11-21-19-38-26+0800__CAM_FRONT__1542800380912460.jpg","a26fca100f3149c0bd13305bf237f022","2","car","vehicle.car","4","-0.5203","0.6101","23.5160","23.5297","0","714.54","477.43","849.12","579.67","official_3d_box_projected_to_cam_front"
"train","scene-1077","5b77f438091b4d00a74d333ef2fe9033","data/fcw/images/nuscenes_mini/train/n015-2018-11-21-19-38-26+0800__CAM_FRONT__1542800380912460.jpg","251eced66cfc4f058056cdc8580f7ce1","2","car","vehicle.car","4","11.3308","0.6492","21.4026","24.2256","0","1361.13","475.08","1600.00","595.44","official_3d_box_projected_to_cam_front"
"train","scene-1077","5b77f438091b4d00a74d333ef2fe9033","data/fcw/images/nuscenes_mini/train/n015-2018-11-21-19-38-26+0800__CAM_FRONT__1542800380912460.jpg","6c7f1496e2ce4ad5a5cbad9bf29d42d5","2","car","vehicle.car","4","10.4723","0.5026","37.1136","38.5660","0","1119.65","474.03","1235.27","546.39","official_3d_box_projected_to_cam_front"
"train","scene-1077","29796060110c4163b07f06eff4af0753","data/fcw/images/nuscenes_mini/train/n015-2018-11-21-19-38-26+0800__CAM_FRONT__1542800381412460.jpg","980228e6d73047faac81dad98bb7ca7a","2","car","vehicle.car","3","14.6207","0.7620","73.9547","75.3899","0","1044.20","490.03","1090.59","520.06","official_3d_box_projected_to_cam_front"
"train","scene-1077","29796060110c4163b07f06eff4af0753","data/fcw/images/nuscenes_mini/train/n015-2018-11-21-19-38-26+0800__CAM_FRONT__1542800381412460.jpg","48f2cb007ac64e379ae6779e4ade1cc5","2","car","vehicle.car","4","11.4428","0.3815","69.1917","70.1326","0","1002.04","480.90","1051.05","517.04","official_3d_box_projected_to_cam_front"
"train","scene-1077","29796060110c4163b07f06eff4af0753","data/fcw/images/nuscenes_mini/train/n015-2018-11-21-19-38-26+0800__CAM_FRONT__1542800381412460.jpg","d6aafccdf4e94bd1abca3d0afe4e9dfd","2","car","vehicle.car","4","11.3659","0.6792","44.3894","45.8265","0","1097.01","484.30","1189.25","540.33","official_3d_box_projected_to_cam_front"
"train","scene-1077","29796060110c4163b07f06eff4af0753","data/fcw/images/nuscenes_mini/train/n015-2018-11-21-19-38-26+0800__CAM_FRONT__1542800381412460.jpg","81172e8c7ab64e2b9fa1e533b0e011e7","2","car","vehicle.car","4","17.4117","0.9531","52.7830","55.5888","0","1191.42","492.37","1280.82","538.54","official_3d_box_projected_to_cam_front"
"train","scene-1077","29796060110c4163b07f06eff4af0753","data/fcw/images/nuscenes_mini/train/n015-2018-11-21-19-38-26+0800__CAM_FRONT__1542800381412460.jpg","d32cf6d9a88d49a19f0dd893e88bce60","2","car","vehicle.car","4","-0.3927","0.5337","23.2374","23.2468","0","718.94","471.88","857.49","577.13","official_3d_box_projected_to_cam_front"
"train","scene-1077","29796060110c4163b07f06eff4af0753","data/fcw/images/nuscenes_mini/train/n015-2018-11-21-19-38-26+0800__CAM_FRONT__1542800381412460.jpg","2a9c5ee07be7453296e2b9bcb2ed0a11","2","car","vehicle.car","4","11.1787","0.6763","26.0157","28.3238","0","1269.68","474.42","1470.32","582.39","official_3d_box_projected_to_cam_front"
"train","scene-1077","7bf1cef0e253474e847ee4c2eb955901","data/fcw/images/nuscenes_mini/train/n015-2018-11-21-19-38-26+0800__CAM_FRONT__1542800381862460.jpg","e12a661a9cd24688b25ae4f3fd901a3f","2","car","vehicle.car","3","15.9617","0.5672","64.8172","66.7560","0","1100.52","486.05","1157.89","520.41","official_3d_box_projected_to_cam_front"
"train","scene-1077","7bf1cef0e253474e847ee4c2eb955901","data/fcw/images/nuscenes_mini/train/n015-2018-11-21-19-38-26+0800__CAM_FRONT__1542800381862460.jpg","71c7425f262b4667bfab63cc9b021ce8","2","car","vehicle.car","2","14.5150","0.2652","99.6031","100.6555","0","985.03","484.22","1017.39","506.06","official_3d_box_projected_to_cam_front"
"train","scene-1077","7bf1cef0e253474e847ee4c2eb955901","data/fcw/images/nuscenes_mini/train/n015-2018-11-21-19-38-26+0800__CAM_FRONT__1542800381862460.jpg","69dfe662a22b4cc19a465df49cd735ff","2","car","vehicle.car","4","11.9550","0.2579","57.0997","58.3384","0","1051.20","475.99","1114.27","519.93","official_3d_box_projected_to_cam_front"
"train","scene-1077","7bf1cef0e253474e847ee4c2eb955901","data/fcw/images/nuscenes_mini/train/n015-2018-11-21-19-38-26+0800__CAM_FRONT__1542800381862460.jpg","b85e19cea7754169b367d16447841c6b","2","car","vehicle.car","4","11.6010","0.5952","31.5673","33.6368","0","1212.25","478.08","1363.09","558.44","official_3d_box_projected_to_cam_front"
"train","scene-1077","7bf1cef0e253474e847ee4c2eb955901","data/fcw/images/nuscenes_mini/train/n015-2018-11-21-19-38-26+0800__CAM_FRONT__1542800381862460.jpg","80fe4814ff0e4564b114e3f7962120d5","2","car","vehicle.car","4","12.9740","0.2807","76.8661","77.9539","0","1009.58","483.01","1051.76","510.07","official_3d_box_projected_to_cam_front"
"train","scene-1077","7bf1cef0e253474e847ee4c2eb955901","data/fcw/images/nuscenes_mini/train/n015-2018-11-21-19-38-26+0800__CAM_FRONT__1542800381862460.jpg","e7aebabbfbfc40beb34dfef693d5c5f6","2","car","vehicle.car","4","3.1777","-0.1983","102.7609","102.8102","0","838.83","478.78","871.35","499.57","official_3d_box_projected_to_cam_front"
"train","scene-1077","7bf1cef0e253474e847ee4c2eb955901","data/fcw/images/nuscenes_mini/train/n015-2018-11-21-19-38-26+0800__CAM_FRONT__1542800381862460.jpg","172b8d54b3d242cebf517a96c4748032","2","car","vehicle.car","4","17.9766","0.8419","40.7752","44.5700","0","1312.72","489.20","1444.51","549.78","official_3d_box_projected_to_cam_front"
"train","scene-1077","7bf1cef0e253474e847ee4c2eb955901","data/fcw/images/nuscenes_mini/train/n015-2018-11-21-19-38-26+0800__CAM_FRONT__1542800381862460.jpg","7d913356d3164d4e9993287ebfa39f7d","2","car","vehicle.car","4","-0.3145","0.4642","22.9952","23.0020","0","721.61","468.18","862.68","574.18","official_3d_box_projected_to_cam_front"
"train","scene-1077","7bf1cef0e253474e847ee4c2eb955901","data/fcw/images/nuscenes_mini/train/n015-2018-11-21-19-38-26+0800__CAM_FRONT__1542800381862460.jpg","471fdea700be4b6482dfff713e7c8c3e","8","obstacle","movable_object.barrier","4","-8.6266","0.0697","24.6602","26.1256","0","331.37","467.76","411.89","523.20","official_3d_box_projected_to_cam_front"
"train","scene-1077","7bf1cef0e253474e847ee4c2eb955901","data/fcw/images/nuscenes_mini/train/n015-2018-11-21-19-38-26+0800__CAM_FRONT__1542800381862460.jpg","dc6a67191b0a4a3a95fb35604c112012","2","car","vehicle.car","4","11.6602","0.6354","15.8928","19.7217","0","1542.87","459.67","1600.00","647.24","official_3d_box_projected_to_cam_front"
"train","scene-1077","e10f8dcb73e646af840d9955a70a63d5","data/fcw/images/nuscenes_mini/train/n015-2018-11-21-19-38-26+0800__CAM_FRONT__1542800382362460.jpg","b823da5be9c6452a91a16527d603a6f4","2","car","vehicle.car","3","17.2503","0.6652","54.6150","57.2784","0","1180.14","487.50","1255.76","528.16","official_3d_box_projected_to_cam_front"
"train","scene-1077","e10f8dcb73e646af840d9955a70a63d5","data/fcw/images/nuscenes_mini/train/n015-2018-11-21-19-38-26+0800__CAM_FRONT__1542800382362460.jpg","58fd030f6b634cf8983571d80053fac1","2","car","vehicle.car","2","14.8372","0.3639","86.2350","87.5028","0","1015.48","484.71","1053.92","509.69","official_3d_box_projected_to_cam_front"
"train","scene-1077","e10f8dcb73e646af840d9955a70a63d5","data/fcw/images/nuscenes_mini/train/n015-2018-11-21-19-38-26+0800__CAM_FRONT__1542800382362460.jpg","f531da601bf5489fb11591731c449083","2","car","vehicle.car","4","12.2645","0.5937","43.6291","45.3240","0","1129.27","481.39","1220.25","539.16","official_3d_box_projected_to_cam_front"
"train","scene-1077","e10f8dcb73e646af840d9955a70a63d5","data/fcw/images/nuscenes_mini/train/n015-2018-11-21-19-38-26+0800__CAM_FRONT__1542800382362460.jpg","0ccac46740174411a7e1e332328d17fd","2","car","vehicle.car","4","12.0807","0.6969","19.6551","23.0814","0","1435.34","477.54","1600.00","610.94","official_3d_box_projected_to_cam_front"
"train","scene-1077","e10f8dcb73e646af840d9955a70a63d5","data/fcw/images/nuscenes_mini/train/n015-2018-11-21-19-38-26+0800__CAM_FRONT__1542800382362460.jpg","29ccf93b8b714d1c9b801faf5ae57642","2","car","vehicle.car","4","13.2753","0.4559","63.8744","65.2409","0","1053.77","484.93","1107.15","517.36","official_3d_box_projected_to_cam_front"
"train","scene-1077","e10f8dcb73e646af840d9955a70a63d5","data/fcw/images/nuscenes_mini/train/n015-2018-11-21-19-38-26+0800__CAM_FRONT__1542800382362460.jpg","4673e6c928e24f3f8316b80f894aaba1","8","obstacle","movable_object.barrier","2","-9.4542","0.3429","21.8127","23.7758","0","232.14","481.28","299.30","544.50","official_3d_box_projected_to_cam_front"
"train","scene-1077","e10f8dcb73e646af840d9955a70a63d5","data/fcw/images/nuscenes_mini/train/n015-2018-11-21-19-38-26+0800__CAM_FRONT__1542800382362460.jpg","21516a71bcbe4b128c2ab3d4455e66dd","2","car","vehicle.car","4","4.7324","0.1601","104.3580","104.4653","0","857.58","483.52","889.17","503.76","official_3d_box_projected_to_cam_front"
"train","scene-1077","e10f8dcb73e646af840d9955a70a63d5","data/fcw/images/nuscenes_mini/train/n015-2018-11-21-19-38-26+0800__CAM_FRONT__1542800382362460.jpg","f90792ff71ed430dae67f7cab715ed97","2","car","vehicle.car","2","18.3666","0.8999","27.3959","32.9951","0","1552.61","491.19","1600.00","583.36","official_3d_box_projected_to_cam_front"
"train","scene-1077","e10f8dcb73e646af840d9955a70a63d5","data/fcw/images/nuscenes_mini/train/n015-2018-11-21-19-38-26+0800__CAM_FRONT__1542800382362460.jpg","d74ec4261bdd4c52b0665081b92ffe04","2","car","vehicle.car","4","-0.2174","0.5348","22.6937","22.7010","0","725.47","472.65","868.85","579.06","official_3d_box_projected_to_cam_front"
"train","scene-1077","e10f8dcb73e646af840d9955a70a63d5","data/fcw/images/nuscenes_mini/train/n015-2018-11-21-19-38-26+0800__CAM_FRONT__1542800382362460.jpg","8b49d3ccca90468b8381048be85dbbb1","8","obstacle","movable_object.barrier","4","-8.5625","0.3584","17.2498","19.2614","0","115.14","479.58","252.28","560.16","official_3d_box_projected_to_cam_front"
"train","scene-1077","17a9388ec4b04e028b4d07af2cc3a45c","data/fcw/images/nuscenes_mini/train/n015-2018-11-21-19-38-26+0800__CAM_FRONT__1542800382862460.jpg","e1f72f75c6e6492a83f5ce2b6b67f113","2","car","vehicle.car","2","15.0695","0.5697","72.9905","74.5321","0","1054.85","487.14","1102.18","516.42","official_3d_box_projected_to_cam_front"
"train","scene-1077","17a9388ec4b04e028b4d07af2cc3a45c","data/fcw/images/nuscenes_mini/train/n015-2018-11-21-19-38-26+0800__CAM_FRONT__1542800382862460.jpg","04b3280a344e49c5ad5970c964b92991","2","car","vehicle.car","4","12.3933","0.8414","30.2835","32.7322","0","1263.23","487.50","1418.08","572.27","official_3d_box_projected_to_cam_front"
"train","scene-1077","17a9388ec4b04e028b4d07af2cc3a45c","data/fcw/images/nuscenes_mini/train/n015-2018-11-21-19-38-26+0800__CAM_FRONT__1542800382862460.jpg","652b6dfb28a0446784a297fc136ef51f","2","car","vehicle.car","4","13.4805","0.6387","51.0056","52.7608","0","1116.56","487.97","1188.74","528.43","official_3d_box_projected_to_cam_front"
"train","scene-1077","17a9388ec4b04e028b4d07af2cc3a45c","data/fcw/images/nuscenes_mini/train/n015-2018-11-21-19-38-26+0800__CAM_FRONT__1542800382862460.jpg","cf9e2e8211c04ec798b55c3ee96acf02","8","obstacle","movable_object.barrier","3","-9.3680","0.4767","14.5549","17.3156","0","0.00","488.11","66.82","584.65","official_3d_box_projected_to_cam_front"
"train","scene-1077","17a9388ec4b04e028b4d07af2cc3a45c","data/fcw/images/nuscenes_mini/train/n015-2018-11-21-19-38-26+0800__CAM_FRONT__1542800382862460.jpg","9d5fb41e09a94b538268f68dc7b74715","2","car","vehicle.car","4","6.5051","0.4350","106.0740","106.2742","0","878.30","486.97","908.95","506.68","official_3d_box_projected_to_cam_front"
"train","scene-1077","17a9388ec4b04e028b4d07af2cc3a45c","data/fcw/images/nuscenes_mini/train/n015-2018-11-21-19-38-26+0800__CAM_FRONT__1542800382862460.jpg","4854c23082ac457eaf34f787c9c4764b","2","car","vehicle.car","4","-0.0079","0.5577","22.5361","22.5430","0","736.88","473.65","880.73","579.90","official_3d_box_projected_to_cam_front"
"train","scene-1077","17a9388ec4b04e028b4d07af2cc3a45c","data/fcw/images/nuscenes_mini/train/n015-2018-11-21-19-38-26+0800__CAM_FRONT__1542800382862460.jpg","4badaa7176ba4da7ae23a70fe17ca1df","8","obstacle","movable_object.barrier","4","-9.1506","0.3621","49.0147","49.8629","0","549.96","487.92","609.55","513.74","official_3d_box_projected_to_cam_front"
"train","scene-1077","17a9388ec4b04e028b4d07af2cc3a45c","data/fcw/images/nuscenes_mini/train/n015-2018-11-21-19-38-26+0800__CAM_FRONT__1542800382862460.jpg","5ea5ad8bcdb749f38ea371f0f98a21d5","3","truck","vehicle.construction","4","10.5718","0.3912","72.0445","72.8170","0","971.43","471.20","1034.63","526.38","official_3d_box_projected_to_cam_front"
"train","scene-1077","1fc26189c2524ef396e5ce6cc210c1cd","data/fcw/images/nuscenes_mini/train/n015-2018-11-21-19-38-26+0800__CAM_FRONT__1542800383362460.jpg","635fcbfdc6004caf879a29e9d94ab0f1","2","car","vehicle.car","4","19.3510","0.8734","34.4838","39.5519","0","1450.42","492.55","1600.00","559.28","official_3d_box_projected_to_cam_front"
"train","scene-1077","1fc26189c2524ef396e5ce6cc210c1cd","data/fcw/images/nuscenes_mini/train/n015-2018-11-21-19-38-26+0800__CAM_FRONT__1542800383362460.jpg","4073c9760c4c4bbb8479a1d978838810","2","car","vehicle.car","4","14.6967","0.4472","59.8046","61.5856","0","1097.88","483.60","1159.60","519.82","official_3d_box_projected_to_cam_front"
"train","scene-1077","1fc26189c2524ef396e5ce6cc210c1cd","data/fcw/images/nuscenes_mini/train/n015-2018-11-21-19-38-26+0800__CAM_FRONT__1542800383362460.jpg","3facaac53a264d8d993fbcc55a6406dd","2","car","vehicle.car","4","12.2089","0.7434","16.9757","20.9233","0","1558.24","476.19","1600.00","638.91","official_3d_box_projected_to_cam_front"
"train","scene-1077","1fc26189c2524ef396e5ce6cc210c1cd","data/fcw/images/nuscenes_mini/train/n015-2018-11-21-19-38-26+0800__CAM_FRONT__1542800383362460.jpg","533f4689c34a40e6bec092d5d25bdb8b","2","car","vehicle.car","4","13.3674","0.5926","38.1707","40.4480","0","1208.18","485.14","1318.21","540.64","official_3d_box_projected_to_cam_front"
"train","scene-1077","1fc26189c2524ef396e5ce6cc210c1cd","data/fcw/images/nuscenes_mini/train/n015-2018-11-21-19-38-26+0800__CAM_FRONT__1542800383362460.jpg","6585149714bb4fa49982e6a89b747958","2","car","vehicle.car","4","7.6397","0.1374","107.7564","108.0270","0","890.79","483.55","920.73","503.06","official_3d_box_projected_to_cam_front"
"train","scene-1077","1fc26189c2524ef396e5ce6cc210c1cd","data/fcw/images/nuscenes_mini/train/n015-2018-11-21-19-38-26+0800__CAM_FRONT__1542800383362460.jpg","9c16a0cce7c940a6aa86fabc2f99bc9d","2","car","vehicle.car","4","0.0336","0.5215","22.4579","22.4640","0","738.57","471.81","883.62","579.05","official_3d_box_projected_to_cam_front"
"train","scene-1077","1fc26189c2524ef396e5ce6cc210c1cd","data/fcw/images/nuscenes_mini/train/n015-2018-11-21-19-38-26+0800__CAM_FRONT__1542800383362460.jpg","9fb07812a74b44bb9619fc7334567ca8","8","obstacle","movable_object.barrier","4","-9.0897","0.1926","41.6394","42.6204","0","504.47","481.99","574.93","512.63","official_3d_box_projected_to_cam_front"
"train","scene-1077","1fc26189c2524ef396e5ce6cc210c1cd","data/fcw/images/nuscenes_mini/train/n015-2018-11-21-19-38-26+0800__CAM_FRONT__1542800383362460.jpg","2530b4b5788e45e49a3cb702b56b3d18","3","truck","vehicle.construction","4","10.7448","0.0505","64.8744","65.7582","0","992.15","462.06","1063.59","523.94","official_3d_box_projected_to_cam_front"
"train","scene-1077","92594549844e4f7da7a0e73e92945b2b","data/fcw/images/nuscenes_mini/train/n015-2018-11-21-19-38-26+0800__CAM_FRONT__1542800383862460.jpg","dfdf45c2fa0f4b44a867ed41ff04dd95","2","car","vehicle.car","4","14.3869","0.5295","46.5527","48.7280","0","1166.50","483.67","1253.34","530.38","official_3d_box_projected_to_cam_front"
"train","scene-1077","92594549844e4f7da7a0e73e92945b2b","data/fcw/images/nuscenes_mini/train/n015-2018-11-21-19-38-26+0800__CAM_FRONT__1542800383862460.jpg","07cff0117e854151b1d8feb320f63ea8","2","car","vehicle.car","4","13.2650","0.7842","25.2695","28.5504","0","1387.12","491.43","1594.56","578.34","official_3d_box_projected_to_cam_front"
"train","scene-1077","92594549844e4f7da7a0e73e92945b2b","data/fcw/images/nuscenes_mini/train/n015-2018-11-21-19-38-26+0800__CAM_FRONT__1542800383862460.jpg","8c05863b2c7447ceaf1cfc8720c1f045","2","car","vehicle.car","4","9.0768","0.7593","109.3788","109.7574","0","906.54","490.90","935.62","510.13","official_3d_box_projected_to_cam_front"
"train","scene-1077","92594549844e4f7da7a0e73e92945b2b","data/fcw/images/nuscenes_mini/train/n015-2018-11-21-19-38-26+0800__CAM_FRONT__1542800383862460.jpg","e4e4d8fcdda043aab6ba1916e3fabd03","2","car","vehicle.car","4","0.1588","0.5870","22.3431","22.3514","0","745.56","475.96","890.78","583.03","official_3d_box_projected_to_cam_front"
"train","scene-1077","92594549844e4f7da7a0e73e92945b2b","data/fcw/images/nuscenes_mini/train/n015-2018-11-21-19-38-26+0800__CAM_FRONT__1542800383862460.jpg","2b154524a2b34040a9657890805a5321","2","car","vehicle.car","2","16.6696","0.8321","37.7029","41.2320","0","1314.65","491.59","1445.76","550.95","official_3d_box_projected_to_cam_front"
"train","scene-1077","92594549844e4f7da7a0e73e92945b2b","data/fcw/images/nuscenes_mini/train/n015-2018-11-21-19-38-26+0800__CAM_FRONT__1542800383862460.jpg","ce22a6be8fa44bbbb65d8bd4c2df7e35","8","obstacle","movable_object.barrier","4","-8.9640","0.4008","34.2527","35.4085","0","441.78","487.90","527.60","524.61","official_3d_box_projected_to_cam_front"
